parent|child|mi|containment|jaccard|dotproduct|card1|card2|size1|size2
ckan_keywords_haulout location|ckan_keywords_scientific information|0.0110980843898|1.0|0.666666666666667|0.00888888888889|3|2|2064|2064
ckan_keywords_population distribution|ckan_keywords_scientific information|0.0110980843898|1.0|0.666666666666667|0.00888888888889|3|2|2064|2064
ckan_keywords_scientific research|ckan_keywords_scientific information|0.0171311143184|1.0|1.0|0.0148060486522|3|3|2064|2064
ckan_keywords_steller sea lion|ckan_keywords_scientific information|0.0110980843898|1.0|0.666666666666667|0.00888888888889|3|2|2064|2064
ckan_keywords_scientific research|ckan_subject_science_and_technology|0.0171311143184|1.0|0.06|0.0148060486522|3|9|2064|2064
ckan_keywords_seabirds|ckan_topiccategory_biota|0.00603370772761|1.0|0.1|0.00346020761246|2|6|2064|2064
ckan_keywords_seasons|ckan_topiccategory_biota|0.00603370772761|1.0|0.1|0.00346020761246|2|6|2064|2064
ckan_keywords_sector|ckan_subject_nature_and_environment|0.0239242430678|1.0|0.0416666666666667|0.016975308642|3|19|2064|2064
ckan_keywords_at risk|ckan_keywords_secure|0.0110980843898|1.0|1.0|0.00554016620499|2|2|2064|2064
ckan_keywords_biological diversity|ckan_keywords_secure|0.0110980843898|1.0|1.0|0.00554016620499|2|2|2064|2064
ckan_keywords_diversity|ckan_keywords_secure|0.0110980843898|1.0|1.0|0.00554016620499|2|2|2064|2064
ckan_keywords_environmental indicator|ckan_keywords_secure|0.0110980843898|1.0|1.0|0.00554016620499|2|2|2064|2064
ckan_keywords_extinct|ckan_keywords_secure|0.0110980843898|1.0|1.0|0.00554016620499|2|2|2064|2064
ckan_keywords_extirpated|ckan_keywords_secure|0.0110980843898|1.0|1.0|0.00554016620499|2|2|2064|2064
ckan_keywords_secure|ckan_keywords_nature|0.0110980843898|1.0|0.166666666666667|0.00554016620499|2|5|2064|2064
ckan_keywords_sensitive|ckan_keywords_secure|0.0110980843898|1.0|1.0|0.00554016620499|2|2|2064|2064
ckan_keywords_threats|ckan_keywords_secure|0.0110980843898|1.0|1.0|0.00554016620499|2|2|2064|2064
ckan_keywords_wild species|ckan_keywords_secure|0.0110980843898|1.0|1.0|0.00554016620499|2|2|2064|2064
ckan_keywords_seeded|ckan_keywords_canada|0.00603370772761|1.0|0.0344827586206897|0.00826446280992|2|4|2064|2064
ckan_keywords_snow|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|2|5|2064|2064
ckan_keywords_special conditions|ckan_keywords_conditional release|0.0286827349426|1.0|0.5|0.0136054421769|2|4|2064|2064
ckan_keywords_habitat|ckan_keywords_species|0.0171311143184|1.0|0.75|0.0171533516988|4|3|2064|2064
ckan_keywords_habitats|ckan_keywords_species|0.0171311143184|1.0|0.75|0.0171533516988|4|3|2064|2064
ckan_keywords_species|ckan_subject_nature_and_environment|0.0152177279943|1.0|0.0277777777777778|0.0206135593113|4|19|2064|2064
ckan_keywords_species at risk|ckan_topiccategory_biota|0.00603370772761|1.0|0.1|0.00826446280992|2|6|2064|2064
ckan_keywords_st. lawrence river|ckan_keywords_wetlands|0.0202568283567|1.0|0.571428571428571|0.16|2|3|2064|2064
ckan_keywords_bird populations|ckan_keywords_status|0.00603370772761|1.0|0.0909090909090909|0.00826446280992|5|2|2064|2064
ckan_keywords_bird species|ckan_keywords_status|0.00603370772761|1.0|0.0909090909090909|0.00826446280992|5|2|2064|2064
ckan_keywords_status|ckan_keywords_environment|0.0484983809965|0.909090909090909|0.666666666666667|0.0366469528988|5|5|2064|2064
ckan_keywords_migratory bird|ckan_keywords_status|0.00603370772761|1.0|0.0909090909090909|0.00826446280992|5|2|2064|2064
ckan_keywords_organics|ckan_keywords_status|0.0124550075091|1.0|0.272727272727273|0.0075|5|2|2064|2064
ckan_keywords_trends|ckan_keywords_status|0.0545273302704|1.0|1.0|0.0449114157087|5|5|2064|2064
ckan_keywords_wintering area|ckan_keywords_status|0.00603370772761|1.0|0.0909090909090909|0.00826446280992|5|2|2064|2064
ckan_keywords_storm|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|2|5|2064|2064
ckan_keywords_storm surge|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|2|5|2064|2064
ckan_keywords_student employee|ckan_subject_government_and_politics|0.0202568283567|1.0|0.010443864229765|0.00216333153056|2|10|2064|2064
ckan_keywords_sulphur dioxide|ckan_keywords_air pollutants|0.0110980843898|1.0|0.2|0.02|2|5|2064|2064
ckan_keywords_sulphur oxides|ckan_keywords_air pollutants|0.0313521995765|1.0|0.6|0.0235567478376|4|5|2064|2064
ckan_subject_arts_music_literature|ckan_keywords_summary tables|0.0023621273008|0.5|0.0194174757281553|0.5|2|2|2064|2064
ckan_keywords_businesses|ckan_keywords_supply arrangements|0.0426632513247|1.0|1.0|0.016233984457|3|3|2064|2064
ckan_keywords_buy|ckan_keywords_supply arrangements|0.00603370772761|1.0|0.111111111111111|0.00111111111111|3|2|2064|2064
ckan_keywords_buyers|ckan_keywords_supply arrangements|0.0426632513247|1.0|1.0|0.016233984457|3|3|2064|2064
ckan_keywords_classification|ckan_keywords_supply arrangements|0.00603370772761|1.0|0.111111111111111|0.00111111111111|3|2|2064|2064
ckan_keywords_code|ckan_keywords_supply arrangements|0.00603370772761|1.0|0.111111111111111|0.00111111111111|3|2|2064|2064
ckan_keywords_commodity|ckan_keywords_supply arrangements|0.00603370772761|1.0|0.111111111111111|0.00111111111111|3|2|2064|2064
ckan_keywords_construction|ckan_keywords_supply arrangements|0.0426632513247|1.0|1.0|0.016233984457|3|3|2064|2064
ckan_keywords_contract history|ckan_keywords_supply arrangements|0.00603370772761|1.0|0.111111111111111|0.00111111111111|3|2|2064|2064
ckan_keywords_contracts|ckan_keywords_supply arrangements|0.0426632513247|1.0|1.0|0.016233984457|3|3|2064|2064
ckan_keywords_data standard|ckan_keywords_supply arrangements|0.00603370772761|1.0|0.111111111111111|0.00111111111111|3|2|2064|2064
ckan_keywords_family|ckan_keywords_supply arrangements|0.00603370772761|1.0|0.111111111111111|0.00111111111111|3|2|2064|2064
ckan_keywords_federal government|ckan_keywords_supply arrangements|0.00603370772761|1.0|0.111111111111111|0.00111111111111|3|2|2064|2064
ckan_keywords_goods|ckan_keywords_supply arrangements|0.0426632513247|1.0|1.0|0.016233984457|3|3|2064|2064
ckan_keywords_goods and services identification numbers|ckan_keywords_supply arrangements|0.00603370772761|1.0|0.111111111111111|0.00111111111111|3|2|2064|2064
ckan_keywords_gsin|ckan_keywords_supply arrangements|0.0426632513247|1.0|1.0|0.016233984457|3|3|2064|2064
ckan_keywords_opportunities|ckan_keywords_supply arrangements|0.0426632513247|1.0|1.0|0.016233984457|3|3|2064|2064
ckan_keywords_procurement|ckan_keywords_supply arrangements|0.0426632513247|1.0|1.0|0.016233984457|3|3|2064|2064
ckan_keywords_registration|ckan_keywords_supply arrangements|0.00603370772761|1.0|0.111111111111111|0.00111111111111|3|2|2064|2064
ckan_keywords_segment|ckan_keywords_supply arrangements|0.00603370772761|1.0|0.111111111111111|0.00111111111111|3|2|2064|2064
ckan_keywords_sell|ckan_keywords_supply arrangements|0.00603370772761|1.0|0.111111111111111|0.00111111111111|3|2|2064|2064
ckan_keywords_services|ckan_keywords_supply arrangements|0.0426632513247|1.0|1.0|0.016233984457|3|3|2064|2064
ckan_keywords_standing offers|ckan_keywords_supply arrangements|0.0426632513247|1.0|1.0|0.016233984457|3|3|2064|2064
ckan_keywords_supplier|ckan_keywords_supply arrangements|0.00603370772761|1.0|0.111111111111111|0.00111111111111|3|2|2064|2064
ckan_keywords_tenders|ckan_keywords_supply arrangements|0.0426632513247|1.0|1.0|0.016233984457|3|3|2064|2064
ckan_keywords_united nations standard products and services code|ckan_keywords_supply arrangements|0.00603370772761|1.0|0.111111111111111|0.00111111111111|3|2|2064|2064
ckan_keywords_unspsc|ckan_keywords_supply arrangements|0.00603370772761|1.0|0.111111111111111|0.00111111111111|3|2|2064|2064
ckan_keywords_supply arrangements|ckan_subject_education_and_training|0.0366463418692|0.888888888888889|0.16|0.0151228733459|3|4|2064|2064
ckan_keywords_survey|ckan_subject_information_and_communications|0.00603370772761|1.0|0.0476190476190476|0.0277777777778|2|4|2064|2064
ckan_keywords_taxonomic groups|ckan_keywords_nature|0.0110980843898|1.0|0.166666666666667|0.00554016620499|2|5|2064|2064
ckan_keywords_technological|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|2|5|2064|2064
ckan_keywords_2015|ckan_keywords_temperature|0.147550637304|1.0|0.973684210526316|0.0149033325115|4|3|2064|2064
ckan_keywords_2015 games|ckan_keywords_temperature|0.147550637304|1.0|0.973684210526316|0.0149033325115|4|3|2064|2064
ckan_keywords_air temperature|ckan_keywords_temperature|0.147550637304|1.0|0.973684210526316|0.0149033325115|4|3|2064|2064
ckan_keywords_altimeter|ckan_keywords_temperature|0.0721891404596|1.0|0.473684210526316|0.00665680473373|4|2|2064|2064
ckan_keywords_ambient temperature|ckan_keywords_temperature|0.147550637304|1.0|0.973684210526316|0.0149033325115|4|3|2064|2064
ckan_keywords_atmospheric monitoring|ckan_keywords_temperature|0.147550637304|1.0|0.973684210526316|0.0149033325115|4|3|2064|2064
ckan_keywords_automated stations|ckan_keywords_temperature|0.0721891404596|1.0|0.473684210526316|0.00665680473373|4|2|2064|2064
ckan_keywords_aviation|ckan_keywords_temperature|0.0721891404596|1.0|0.473684210526316|0.00665680473373|4|2|2064|2064
ckan_keywords_awos|ckan_keywords_temperature|0.0721891404596|1.0|0.473684210526316|0.00665680473373|4|2|2064|2064
ckan_keywords_buoy|ckan_keywords_temperature|0.0754783653235|1.0|0.5|0.00824652777778|4|2|2064|2064
ckan_keywords_cloud amount|ckan_keywords_temperature|0.0721891404596|1.0|0.473684210526316|0.00665680473373|4|2|2064|2064
ckan_keywords_cloud base|ckan_keywords_temperature|0.0721891404596|1.0|0.473684210526316|0.00665680473373|4|2|2064|2064
ckan_keywords_cloud height|ckan_keywords_temperature|0.0721891404596|1.0|0.473684210526316|0.00665680473373|4|2|2064|2064
ckan_keywords_cloud opacity|ckan_keywords_temperature|0.0721891404596|1.0|0.473684210526316|0.00665680473373|4|2|2064|2064
ckan_keywords_dew point temperature|ckan_keywords_temperature|0.0721891404596|1.0|0.473684210526316|0.00665680473373|4|2|2064|2064
ckan_keywords_direction|ckan_keywords_temperature|0.147550637304|1.0|0.973684210526316|0.0149033325115|4|3|2064|2064
ckan_keywords_environment and climate change canada|ckan_keywords_temperature|0.147550637304|1.0|0.973684210526316|0.0149033325115|4|3|2064|2064
ckan_keywords_environment canada|ckan_keywords_temperature|0.147550637304|1.0|0.973684210526316|0.0149033325115|4|3|2064|2064
ckan_keywords_great lakes|ckan_keywords_temperature|0.0754783653235|1.0|0.5|0.00824652777778|4|2|2064|2064
ckan_keywords_gust|ckan_keywords_temperature|0.147550637304|1.0|0.973684210526316|0.0149033325115|4|3|2064|2064
ckan_keywords_hourly|ckan_keywords_temperature|0.00603370772761|1.0|0.0263157894736842|0.01|4|2|2064|2064
ckan_keywords_humidity|ckan_keywords_temperature|0.0721891404596|1.0|0.473684210526316|0.00665680473373|4|2|2064|2064
ckan_keywords_la salle river|ckan_keywords_temperature|0.00603370772761|1.0|0.0263157894736842|0.01|4|2|2064|2064
ckan_keywords_lake ontario|ckan_keywords_temperature|0.0754783653235|1.0|0.5|0.00824652777778|4|2|2064|2064
ckan_keywords_lake temperature|ckan_keywords_temperature|0.0754783653235|1.0|0.5|0.00824652777778|4|2|2064|2064
ckan_keywords_marine|ckan_keywords_temperature|0.0754783653235|1.0|0.5|0.00824652777778|4|2|2064|2064
ckan_keywords_mean sea level pressure|ckan_keywords_temperature|0.0721891404596|1.0|0.473684210526316|0.00665680473373|4|2|2064|2064
ckan_keywords_meteorological service of canada|ckan_keywords_temperature|0.147550637304|1.0|0.973684210526316|0.0149033325115|4|3|2064|2064
ckan_keywords_meteorology|ckan_keywords_temperature|0.147550637304|1.0|0.973684210526316|0.0149033325115|4|3|2064|2064
ckan_keywords_minutely data|ckan_keywords_temperature|0.0721891404596|1.0|0.473684210526316|0.00665680473373|4|2|2064|2064
ckan_keywords_moored buoy|ckan_keywords_temperature|0.0754783653235|1.0|0.5|0.00824652777778|4|2|2064|2064
ckan_keywords_msc|ckan_keywords_temperature|0.147550637304|1.0|0.973684210526316|0.0149033325115|4|3|2064|2064
ckan_keywords_msl|ckan_keywords_temperature|0.0721891404596|1.0|0.473684210526316|0.00665680473373|4|2|2064|2064
ckan_keywords_nav canada|ckan_keywords_temperature|0.0721891404596|1.0|0.473684210526316|0.00665680473373|4|2|2064|2064
ckan_keywords_temperature|ckan_keywords_ontario|0.147632125073|0.973684210526316|0.14176245210728|0.0149033325115|4|4|2064|2064
ckan_keywords_pan am|ckan_keywords_temperature|0.147550637304|1.0|0.973684210526316|0.0149033325115|4|3|2064|2064
ckan_keywords_parapan am|ckan_keywords_temperature|0.147550637304|1.0|0.973684210526316|0.0149033325115|4|3|2064|2064
ckan_keywords_peak wave height|ckan_keywords_temperature|0.0754783653235|1.0|0.5|0.00824652777778|4|2|2064|2064
ckan_keywords_precipitation|ckan_keywords_temperature|0.078216724204|1.0|0.5|0.0166568047337|4|3|2064|2064
ckan_keywords_present weather|ckan_keywords_temperature|0.0721891404596|1.0|0.473684210526316|0.00665680473373|4|2|2064|2064
ckan_keywords_pressure|ckan_keywords_temperature|0.147550637304|1.0|0.973684210526316|0.0149033325115|4|3|2064|2064
ckan_keywords_pressure tendency|ckan_keywords_temperature|0.0721891404596|1.0|0.473684210526316|0.00665680473373|4|2|2064|2064
ckan_keywords_rainfall|ckan_keywords_temperature|0.0721891404596|1.0|0.473684210526316|0.00665680473373|4|2|2064|2064
ckan_keywords_raw data|ckan_keywords_temperature|0.147550637304|1.0|0.973684210526316|0.0149033325115|4|3|2064|2064
ckan_keywords_relative humidity|ckan_keywords_temperature|0.078216724204|1.0|0.5|0.0166568047337|4|3|2064|2064
ckan_keywords_research|ckan_keywords_temperature|0.0754783653235|1.0|0.5|0.00824652777778|4|2|2064|2064
ckan_keywords_science|ckan_keywords_temperature|0.0754783653235|1.0|0.5|0.00824652777778|4|2|2064|2064
ckan_keywords_sea surface temperature|ckan_keywords_temperature|0.0754783653235|1.0|0.5|0.00824652777778|4|2|2064|2064
ckan_keywords_significant wave height|ckan_keywords_temperature|0.0754783653235|1.0|0.5|0.00824652777778|4|2|2064|2064
ckan_keywords_solar radiation|ckan_keywords_temperature|0.00603370772761|1.0|0.0263157894736842|0.01|4|2|2064|2064
ckan_keywords_southern ontario|ckan_keywords_temperature|0.147550637304|1.0|0.973684210526316|0.0149033325115|4|3|2064|2064
ckan_keywords_speed|ckan_keywords_temperature|0.147550637304|1.0|0.973684210526316|0.0149033325115|4|3|2064|2064
ckan_keywords_sst|ckan_keywords_temperature|0.0754783653235|1.0|0.5|0.00824652777778|4|2|2064|2064
ckan_keywords_station pressure|ckan_keywords_temperature|0.147550637304|1.0|0.973684210526316|0.0149033325115|4|3|2064|2064
ckan_keywords_technology|ckan_keywords_temperature|0.147550637304|1.0|0.973684210526316|0.0149033325115|4|3|2064|2064
ckan_keywords_to2015|ckan_keywords_temperature|0.147550637304|1.0|0.973684210526316|0.0149033325115|4|3|2064|2064
ckan_keywords_toronto|ckan_keywords_temperature|0.0721891404596|1.0|0.473684210526316|0.00665680473373|4|2|2064|2064
ckan_keywords_watchkeeper|ckan_keywords_temperature|0.0754783653235|1.0|0.5|0.00824652777778|4|2|2064|2064
ckan_keywords_wave|ckan_keywords_temperature|0.0754783653235|1.0|0.5|0.00824652777778|4|2|2064|2064
ckan_keywords_wave height|ckan_keywords_temperature|0.0754783653235|1.0|0.5|0.00824652777778|4|2|2064|2064
ckan_keywords_wave period|ckan_keywords_temperature|0.0754783653235|1.0|0.5|0.00824652777778|4|2|2064|2064
ckan_keywords_wave spread|ckan_keywords_temperature|0.0754783653235|1.0|0.5|0.00824652777778|4|2|2064|2064
ckan_keywords_weather|ckan_keywords_temperature|0.153571698101|1.0|1.0|0.0249033325115|4|4|2064|2064
ckan_keywords_weather observations|ckan_keywords_temperature|0.147550637304|1.0|0.973684210526316|0.0149033325115|4|3|2064|2064
ckan_keywords_weather stations|ckan_keywords_temperature|0.147550637304|1.0|0.973684210526316|0.0149033325115|4|3|2064|2064
ckan_keywords_wet bulb temperature|ckan_keywords_temperature|0.0721891404596|1.0|0.473684210526316|0.00665680473373|4|2|2064|2064
ckan_keywords_wind|ckan_keywords_temperature|0.147550637304|1.0|0.973684210526316|0.0149033325115|4|3|2064|2064
ckan_keywords_wind direction|ckan_keywords_temperature|0.147550637304|1.0|0.973684210526316|0.0149033325115|4|3|2064|2064
ckan_keywords_wind speed|ckan_keywords_temperature|0.153571698101|1.0|1.0|0.0249033325115|4|4|2064|2064
ckan_keywords_territory|ckan_keywords_province|0.102483345964|1.0|0.104417670682731|0.0551269430645|3|4|2064|2064
ckan_keywords_terrorism|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|2|5|2064|2064
ckan_keywords_terrorist|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|2|5|2064|2064
ckan_keywords_tobacco|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.00390625|2|5|2064|2064
ckan_keywords_air|ckan_keywords_toxic|0.0313521995765|1.0|0.6|0.0152125638149|4|3|2064|2064
ckan_keywords_toxic|ckan_keywords_emissions|0.0489314158778|1.0|0.555555555555556|0.018298983568|4|6|2064|2064
ckan_keywords_pollution|ckan_keywords_toxic|0.0516008805116|1.0|1.0|0.018298983568|4|4|2064|2064
ckan_keywords_air|ckan_keywords_toxic substances|0.0313521995765|1.0|1.0|0.0152125638149|3|3|2064|2064
ckan_keywords_typhoon|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|2|5|2064|2064
ckan_keywords_underground injection|ckan_keywords_emissions|0.0202568283567|1.0|0.222222222222222|0.00308641975309|2|6|2064|2064
ckan_keywords_upstream|ckan_keywords_emissions|0.0110980843898|1.0|0.111111111111111|0.0078125|2|6|2064|2064
ckan_keywords_canadian|ckan_keywords_utilization|0.106582844117|1.0|1.0|0.147959183673|2|2|2064|2064
ckan_keywords_capacity|ckan_keywords_utilization|0.106582844117|1.0|1.0|0.147959183673|2|2|2064|2064
ckan_keywords_export|ckan_keywords_utilization|0.106582844117|1.0|1.0|0.147959183673|2|2|2064|2064
ckan_keywords_heavy|ckan_keywords_utilization|0.106582844117|1.0|1.0|0.147959183673|2|2|2064|2064
ckan_keywords_import|ckan_keywords_utilization|0.106582844117|1.0|1.0|0.147959183673|2|2|2064|2064
ckan_keywords_intracanada|ckan_keywords_utilization|0.106582844117|1.0|1.0|0.147959183673|2|2|2064|2064
ckan_keywords_light|ckan_keywords_utilization|0.106582844117|1.0|1.0|0.147959183673|2|2|2064|2064
ckan_keywords_natural gas|ckan_keywords_utilization|0.106582844117|1.0|1.0|0.147959183673|2|2|2064|2064
ckan_keywords_oil|ckan_keywords_utilization|0.106582844117|1.0|1.0|0.147959183673|2|2|2064|2064
ckan_keywords_refined petroleum products|ckan_keywords_utilization|0.106582844117|1.0|1.0|0.147959183673|2|2|2064|2064
ckan_keywords_throughput|ckan_keywords_utilization|0.106582844117|1.0|1.0|0.147959183673|2|2|2064|2064
ckan_keywords_transportation|ckan_keywords_utilization|0.106582844117|1.0|1.0|0.147959183673|2|2|2064|2064
ckan_keywords_vacancy rates|ckan_topiccategory_utilities_communication|0.0286827349426|1.0|0.75|0.375|2|3|2064|2064
ckan_keywords_varieties|ckan_keywords_canada|0.00603370772761|1.0|0.0344827586206897|0.00826446280992|2|4|2064|2064
ckan_keywords_voc|ckan_keywords_national|0.0110980843898|1.0|0.25|0.0102040816327|2|5|2064|2064
ckan_keywords_volatile organic compound|ckan_keywords_emissions|0.0202568283567|1.0|0.222222222222222|0.00308641975309|2|6|2064|2064
ckan_keywords_air pollutant emission inventory|ckan_keywords_volatile organic compounds|0.0221948128528|1.0|0.666666666666667|0.0157442478376|4|3|2064|2064
ckan_keywords_volatile organic compounds|ckan_keywords_air pollutants|0.0313521995765|1.0|0.6|0.0235567478376|4|5|2064|2064
ckan_keywords_warrant expiry date|ckan_keywords_conditional release|0.0286827349426|1.0|0.5|0.0136054421769|2|4|2064|2064
ckan_keywords_waste|ckan_keywords_emissions|0.0202568283567|1.0|0.222222222222222|0.00308641975309|2|6|2064|2064
ckan_keywords_lake winnipeg|ckan_keywords_water|0.0202568283567|1.0|0.285714285714286|0.0236686390533|6|2|2064|2064
ckan_keywords_water|ckan_subject_society_and_culture|0.0625324494862|1.0|0.311111111111111|0.059690506982|6|13|2064|2064
ckan_keywords_nutrients|ckan_keywords_water quality|0.0620665926458|1.0|0.875|0.0603155919521|5|5|2064|2064
ckan_keywords_surface water|ckan_keywords_water quality|0.0529146481107|1.0|0.75|0.0435673681237|5|4|2064|2064
ckan_keywords_water quality|ckan_subject_nature_and_environment|0.05638379013|1.0|0.111111111111111|0.067236007177|5|19|2064|2064
ckan_keywords_water use|ckan_keywords_water|0.0110980843898|1.0|0.142857142857143|0.0138888888889|2|6|2064|2064
ckan_keywords_water consumption|ckan_keywords_water use|0.0110980843898|1.0|1.0|0.0138888888889|2|2|2064|2064
ckan_keywords_water quantity|ckan_keywords_water use|0.0110980843898|1.0|1.0|0.0138888888889|2|2|2064|2064
ckan_keywords_water returned|ckan_keywords_water use|0.0110980843898|1.0|1.0|0.0138888888889|2|2|2064|2064
ckan_keywords_water withdrawal|ckan_keywords_water use|0.0110980843898|1.0|1.0|0.0138888888889|2|2|2064|2064
ckan_keywords_conservation programs|ckan_keywords_waterfowl|0.0157963820015|1.0|1.0|0.0133333333333|2|2|2064|2064
ckan_keywords_conservation projects|ckan_keywords_waterfowl|0.0157963820015|1.0|1.0|0.0133333333333|2|2|2064|2064
ckan_keywords_habitat joint ventures|ckan_keywords_waterfowl|0.0157963820015|1.0|1.0|0.0133333333333|2|2|2064|2064
ckan_keywords_habitat secured|ckan_keywords_waterfowl|0.0157963820015|1.0|1.0|0.0133333333333|2|2|2064|2064
ckan_keywords_north american waterfowl management plan|ckan_keywords_waterfowl|0.0157963820015|1.0|1.0|0.0133333333333|2|2|2064|2064
ckan_keywords_protected habitats|ckan_keywords_waterfowl|0.0157963820015|1.0|1.0|0.0133333333333|2|2|2064|2064
ckan_keywords_waterfowl|ckan_subject_society_and_culture|0.0157963820015|1.0|0.0666666666666667|0.0133333333333|2|13|2064|2064
ckan_keywords_boucherville islands|ckan_keywords_wetlands|0.0202568283567|1.0|0.571428571428571|0.16|3|2|2064|2064
ckan_keywords_wetlands|ckan_subject_nature_and_environment|0.0284379448746|1.0|0.0486111111111111|0.173333333333|3|19|2064|2064
ckan_keywords_wheat|ckan_keywords_canada|0.00603370772761|1.0|0.0344827586206897|0.00826446280992|2|4|2064|2064
ckan_keywords_wild plants|ckan_keywords_nature|0.0110980843898|1.0|0.166666666666667|0.00554016620499|2|5|2064|2064
ckan_keywords_wildfire|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|2|5|2064|2064
ckan_keywords_biodiversity|ckan_keywords_wildlife|0.0202568283567|1.0|0.571428571428571|0.0144290550939|4|3|2064|2064
ckan_keywords_wildlife|ckan_subject_nature_and_environment|0.0265419162901|1.0|0.0486111111111111|0.0315824067927|4|19|2064|2064
ckan_keywords_youth|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.00390625|2|5|2064|2064
ckan_keywords_îles de boucherville|ckan_keywords_wetlands|0.0202568283567|1.0|0.571428571428571|0.16|2|3|2064|2064
ckan_subject_agriculture|ckan_keywords_cansim|0.0327826918951|0.956521739130435|0.0593792172739541|11.0|4|2|2064|2064
ckan_keywords_canada revenue agency|ckan_subject_economics_and_industry|0.586096225364|1.0|0.25093984962406|1.23318052686|16|4|2064|2064
ckan_keywords_cansim|ckan_subject_economics_and_industry|0.374024680783|0.423545331529093|0.21006711409396|78.25|16|2|2064|2064
ckan_keywords_class|ckan_subject_economics_and_industry|0.0107323443209|1.0|0.0018796992481203|0.00937557392103|16|3|2064|2064
ckan_keywords_cmhc|ckan_subject_economics_and_industry|0.0573532428097|1.0|0.0112781954887218|1.04166666667|16|3|2064|2064
ckan_keywords_harmonized system|ckan_subject_economics_and_industry|0.546976165234|1.0|0.282894736842105|4.703125|16|2|2064|2064
ckan_keywords_housing|ckan_subject_economics_and_industry|0.00842861975593|1.0|0.0018796992481203|0.222222222222|16|2|2064|2064
ckan_keywords_hs10|ckan_subject_economics_and_industry|0.0196096977137|1.0|0.00657894736842105|0.194444444444|16|2|2064|2064
ckan_keywords_natural gas exports|ckan_subject_economics_and_industry|0.0442271978814|1.0|0.0093984962406015|0.4|16|2|2064|2064
ckan_keywords_ontario|ckan_subject_economics_and_industry|0.505510317796|0.857692307692308|0.202543142597639|0.87109375|16|4|2064|2064
ckan_keywords_pa|ckan_subject_economics_and_industry|0.0156766324916|1.0|0.0037593984962406|0.0283632451465|16|3|2064|2064
ckan_keywords_prompt payments|ckan_subject_economics_and_industry|0.00155365692398|1.0|0.00093984962406015|0.00444444444444|16|2|2064|2064
ckan_keywords_summary tables|ckan_subject_economics_and_industry|0.034926414387|0.415841584158416|0.03739982190561|10.5|16|2|2064|2064
ckan_keywords_transportation|ckan_subject_economics_and_industry|0.101399396073|1.0|0.0272556390977444|0.147959183673|16|2|2064|2064
ckan_subject_education_and_training|ckan_subject_economics_and_industry|0.0439261976838|0.163265306122449|0.00723981900452489|0.0151228733459|16|4|2064|2064
ckan_subject_government_and_politics|ckan_subject_economics_and_industry|0.307450675455|0.0731070496083551|0.0197322057787174|0.28|16|10|2064|2064
ckan_subject_economics_and_industry|ckan_subject_health_and_safety|0.0613290517912|0.0|0.0|0.0|16|5|2064|2064
ckan_subject_labour|ckan_subject_economics_and_industry|0.154626663319|0.272|0.0294372294372294|0.944444444444|16|5|2064|2064
ckan_subject_economics_and_industry|ckan_subject_persons|0.0390412261539|0.0|0.0|0.0|16|5|2064|2064
ckan_subject_economics_and_industry|ckan_subject_transport|0.0184722104721|0.0|0.0|0.0|16|2|2064|2064
ckan_topiccategory_utilities_communication|ckan_subject_economics_and_industry|0.0296924107128|0.75|0.00562851782363977|0.375|16|3|2064|2064
ckan_keywords_beneficiaries|ckan_subject_education_and_training|0.00603370772761|1.0|0.0204081632653061|0.00826446280992|4|2|2064|2064
ckan_keywords_canada education savings grant - cesg|ckan_subject_education_and_training|0.00603370772761|1.0|0.0204081632653061|0.00826446280992|4|2|2064|2064
ckan_keywords_canada education savings program - cesp|ckan_subject_education_and_training|0.00603370772761|1.0|0.0204081632653061|0.00826446280992|4|2|2064|2064
ckan_keywords_canada learning bond - clb|ckan_subject_education_and_training|0.00603370772761|1.0|0.0204081632653061|0.00826446280992|4|2|2064|2064
ckan_keywords_canada student loan|ckan_subject_education_and_training|0.00276508502418|1.0|0.0204081632653061|0.25|4|2|2064|2064
ckan_keywords_educational assistance payment - eap|ckan_subject_education_and_training|0.00603370772761|1.0|0.0204081632653061|0.00826446280992|4|2|2064|2064
ckan_keywords_registered education savings plan - resp|ckan_subject_education_and_training|0.00603370772761|1.0|0.0204081632653061|0.00826446280992|4|2|2064|2064
ckan_keywords_resp withdrawals|ckan_subject_education_and_training|0.00603370772761|1.0|0.0204081632653061|0.00826446280992|4|2|2064|2064
ckan_keywords_boundaries|ckan_subject_government_and_politics|0.0331345451076|1.0|0.02088772845953|0.0408163265306|10|2|2064|2064
ckan_keywords_casual employee|ckan_subject_government_and_politics|0.0202568283567|1.0|0.010443864229765|0.00216333153056|10|2|2064|2064
