parent|child|cont_jacc|containment|jaccard
ckan_subject_government_and_politics|ckan_keywords_faa|95.75000000000013|1.0|0.010443864229765
ckan_subject_government_and_politics|ckan_keywords_federal|1.1931464174454833|1.0|0.838120104438642
ckan_subject_government_and_politics|ckan_keywords_federal public service|95.75000000000013|1.0|0.010443864229765
ckan_subject_government_and_politics|ckan_keywords_financial|191.49999999999986|1.0|0.00522193211488251
ckan_subject_government_and_politics|ckan_keywords_financial administration act|95.75000000000013|1.0|0.010443864229765
ckan_subject_government_and_politics|ckan_keywords_financial coding|63.83333333333341|1.0|0.0156657963446475
ckan_subject_government_and_politics|ckan_keywords_fps|95.75000000000013|1.0|0.010443864229765
ckan_subject_government_and_politics|ckan_keywords_full time|95.75000000000013|1.0|0.010443864229765
ckan_subject_government_and_politics|ckan_keywords_government business enterprises|191.49999999999986|1.0|0.00522193211488251
ckan_subject_government_and_politics|ckan_keywords_government of canada|95.75000000000013|1.0|0.010443864229765
ckan_subject_government_and_politics|ckan_keywords_grants and contributions|191.49999999999986|1.0|0.00522193211488251
ckan_subject_government_and_politics|ckan_keywords_gwcoa|63.83333333333341|1.0|0.0156657963446475
ckan_subject_government_and_politics|ckan_keywords_hires|95.75000000000013|1.0|0.010443864229765
ckan_subject_government_and_politics|ckan_keywords_human|95.75000000000013|1.0|0.010443864229765
ckan_subject_government_and_politics|ckan_keywords_inactive status|95.75000000000013|1.0|0.010443864229765
ckan_subject_government_and_politics|ckan_keywords_indeterminate employee|95.75000000000013|1.0|0.010443864229765
ckan_subject_government_and_politics|ckan_keywords_indians|47.875000000000064|1.0|0.02088772845953
ckan_subject_government_and_politics|ckan_keywords_indigenous|47.875000000000064|1.0|0.02088772845953
ckan_subject_government_and_politics|ckan_keywords_inflows|383.0000000000005|1.0|0.00261096605744125
ckan_subject_government_and_politics|ckan_keywords_list of program codes|63.83333333333341|1.0|0.0156657963446475
ckan_subject_government_and_politics|ckan_keywords_non-financial|191.49999999999986|1.0|0.00522193211488251
ckan_subject_government_and_politics|ckan_keywords_occupational group|95.75000000000013|1.0|0.010443864229765
ckan_subject_government_and_politics|ckan_keywords_office|95.75000000000013|1.0|0.010443864229765
ckan_subject_government_and_politics|ckan_keywords_office of the chief human resources officer|95.75000000000013|1.0|0.010443864229765
ckan_subject_government_and_politics|ckan_keywords_part time|95.75000000000013|1.0|0.010443864229765
ckan_subject_government_and_politics|ckan_keywords_payments|383.0000000000005|1.0|0.00261096605744125
ckan_subject_government_and_politics|ckan_keywords_pd|191.49999999999986|1.0|0.00522193211488251
ckan_subject_government_and_politics|ckan_keywords_post-secondary education - pse|383.0000000000005|1.0|0.00261096605744125
ckan_subject_government_and_politics|ckan_keywords_proactive disclosire|191.49999999999986|1.0|0.00522193211488251
ckan_subject_government_and_politics|ckan_keywords_prog|63.83333333333341|1.0|0.0156657963446475
ckan_subject_government_and_politics|ckan_keywords_program activity architecture|63.83333333333341|1.0|0.0156657963446475
ckan_subject_government_and_politics|ckan_keywords_program activity codes|63.83333333333341|1.0|0.0156657963446475
ckan_subject_government_and_politics|ckan_keywords_program alignment architecture|63.83333333333341|1.0|0.0156657963446475
ckan_subject_government_and_politics|ckan_keywords_program codes|63.83333333333341|1.0|0.0156657963446475
ckan_subject_government_and_politics|ckan_keywords_program inventory|63.83333333333341|1.0|0.0156657963446475
ckan_subject_government_and_politics|ckan_keywords_programs|63.83333333333341|1.0|0.0156657963446475
ckan_subject_government_and_politics|ckan_keywords_promotion|95.75000000000013|1.0|0.010443864229765
ckan_subject_government_and_politics|ckan_keywords_public accounts|95.75000000000013|1.0|0.010443864229765
ckan_subject_government_and_politics|ckan_keywords_public service employment act|95.75000000000013|1.0|0.010443864229765
ckan_subject_government_and_politics|ckan_keywords_receiver general|34.8181818181818|1.0|0.0287206266318538
ckan_subject_government_and_politics|ckan_keywords_registered education savings plan - resp|383.0000000000005|1.0|0.00261096605744125
ckan_subject_government_and_politics|ckan_keywords_resources|95.75000000000013|1.0|0.010443864229765
ckan_subject_government_and_politics|ckan_keywords_resp withdrawals|383.0000000000005|1.0|0.00261096605744125
ckan_subject_government_and_politics|ckan_keywords_results|1.1931464174454833|1.0|0.838120104438642
ckan_subject_government_and_politics|ckan_keywords_retirement without penalty eligibility|95.75000000000013|1.0|0.010443864229765
ckan_subject_government_and_politics|ckan_keywords_revenues|191.49999999999986|1.0|0.00522193211488251
ckan_subject_government_and_politics|ckan_keywords_seasonal employee|95.75000000000013|1.0|0.010443864229765
ckan_subject_government_and_politics|ckan_keywords_secretariat|95.75000000000013|1.0|0.010443864229765
ckan_subject_government_and_politics|ckan_keywords_self-government|47.875000000000064|1.0|0.02088772845953
ckan_subject_government_and_politics|ckan_keywords_separate agencies|95.75000000000013|1.0|0.010443864229765
ckan_subject_government_and_politics|ckan_keywords_settlement lands|47.875000000000064|1.0|0.02088772845953
ckan_subject_government_and_politics|ckan_keywords_student employee|95.75000000000013|1.0|0.010443864229765
ckan_subject_government_and_politics|ckan_keywords_tbs|95.75000000000013|1.0|0.010443864229765
ckan_subject_government_and_politics|ckan_keywords_term employee|95.75000000000013|1.0|0.010443864229765
ckan_subject_government_and_politics|ckan_keywords_third parties|191.49999999999986|1.0|0.00522193211488251
ckan_subject_government_and_politics|ckan_keywords_transfers|383.0000000000005|1.0|0.00261096605744125
ckan_subject_government_and_politics|ckan_keywords_treasury|95.75000000000013|1.0|0.010443864229765
ckan_subject_government_and_politics|ckan_keywords_volume 1|191.49999999999986|1.0|0.00522193211488251
ckan_subject_government_and_politics|ckan_subject_form_descriptors|47.875000000000064|1.0|0.02088772845953
ckan_subject_government_and_politics|ckan_subject_information_and_communications|19.142857142857146|0.0952380952380952|0.00497512437810945
ckan_subject_government_and_politics|ckan_topiccategory_boundaries|47.875000000000064|1.0|0.02088772845953
ckan_subject_government_and_politics|ckan_topiccategory_location|47.875000000000064|1.0|0.02088772845953
ckan_subject_health_and_safety|ckan_keywords_campaign|116.00000000000004|1.0|0.00862068965517241
ckan_subject_health_and_safety|ckan_keywords_hail|116.00000000000004|1.0|0.00862068965517241
ckan_subject_health_and_safety|ckan_keywords_hiv|116.00000000000004|1.0|0.00862068965517241
ckan_subject_health_and_safety|ckan_keywords_terrorism|116.00000000000004|1.0|0.00862068965517241
ckan_subject_health_and_safety|ckan_keywords_typhoon|116.00000000000004|1.0|0.00862068965517241
ckan_subject_health_and_safety|ckan_keywords_wildfire|116.00000000000004|1.0|0.00862068965517241
ckan_subject_information_and_communications|ckan_keywords_acet|21.000000000000007|1.0|0.0476190476190476
ckan_subject_information_and_communications|ckan_keywords_advertising campaign evaluation|21.000000000000007|1.0|0.0476190476190476
ckan_subject_information_and_communications|ckan_keywords_public opinion research|21.000000000000007|1.0|0.0476190476190476
ckan_subject_information_and_communications|ckan_keywords_skills initiative advertising|21.000000000000007|1.0|0.0476190476190476
ckan_subject_information_and_communications|ckan_keywords_survey|21.000000000000007|1.0|0.0476190476190476
ckan_subject_labour|ckan_keywords_job|125.0|1.0|0.008
ckan_subject_labour|ckan_keywords_labour market|125.0|1.0|0.008
ckan_subject_labour|ckan_keywords_labour market information|125.0|1.0|0.008
ckan_subject_labour|ckan_keywords_maximum wage|125.0|1.0|0.008
ckan_subject_labour|ckan_keywords_median wage|125.0|1.0|0.008
ckan_subject_labour|ckan_keywords_minimum wage|125.0|1.0|0.008
ckan_subject_labour|ckan_keywords_posting|125.0|1.0|0.008
ckan_subject_labour|ckan_keywords_salary|125.0|1.0|0.008
ckan_subject_labour|ckan_keywords_wages|125.0|1.0|0.008
ckan_subject_law|ckan_keywords_accelerated parole review|4.0|1.0|0.25
ckan_subject_law|ckan_keywords_elder assisted hearing|4.0|1.0|0.25
ckan_subject_law|ckan_keywords_special conditions|4.0|1.0|0.25
ckan_subject_nature_and_environment|ckan_keywords_afi|71.99999999999994|1.0|0.0138888888888889
ckan_subject_nature_and_environment|ckan_keywords_aquatic life|71.99999999999994|1.0|0.0138888888888889
ckan_subject_nature_and_environment|ckan_keywords_at risk|71.99999999999994|1.0|0.0138888888888889
ckan_subject_nature_and_environment|ckan_keywords_atlantic - new brunswick (nb)|144.00000000000009|1.0|0.00694444444444444
ckan_subject_nature_and_environment|ckan_keywords_atlantic - newfoundland and labrador (nl)|144.00000000000009|1.0|0.00694444444444444
ckan_subject_nature_and_environment|ckan_keywords_atlantic - nova scotia (ns)|144.00000000000009|1.0|0.00694444444444444
ckan_subject_nature_and_environment|ckan_keywords_atmospheric forcing index|71.99999999999994|1.0|0.0138888888888889
ckan_subject_nature_and_environment|ckan_keywords_bacteria|14.400000000000007|1.0|0.0694444444444444
ckan_subject_nature_and_environment|ckan_keywords_biodiversity|35.99999999999997|1.0|0.0277777777777778
ckan_subject_nature_and_environment|ckan_keywords_biological diversity|71.99999999999994|1.0|0.0138888888888889
ckan_subject_nature_and_environment|ckan_keywords_bird|35.99999999999997|1.0|0.0277777777777778
ckan_subject_nature_and_environment|ckan_keywords_bird populations|144.00000000000009|1.0|0.00694444444444444
ckan_subject_nature_and_environment|ckan_keywords_cadmium|35.99999999999997|1.0|0.0277777777777778
ckan_subject_nature_and_environment|ckan_keywords_cd|35.99999999999997|1.0|0.0277777777777778
ckan_subject_nature_and_environment|ckan_keywords_cepa|23.999999999999982|1.0|0.0416666666666667
ckan_subject_nature_and_environment|ckan_keywords_chemical spill|35.99999999999997|1.0|0.0277777777777778
ckan_subject_nature_and_environment|ckan_keywords_citations|72.50000000000001|0.5|0.00689655172413793
ckan_subject_nature_and_environment|ckan_keywords_climate change|48.00000000000008|1.0|0.0208333333333333
ckan_subject_nature_and_environment|ckan_keywords_concentrations|71.99999999999994|1.0|0.0138888888888889
ckan_subject_nature_and_environment|ckan_keywords_conservation|20.571428571428577|1.0|0.0486111111111111
ckan_subject_nature_and_environment|ckan_keywords_downloadable data|144.00000000000009|1.0|0.00694444444444444
ckan_subject_nature_and_environment|ckan_keywords_eraf pilot project|71.99999999999994|1.0|0.0138888888888889
ckan_subject_nature_and_environment|ckan_keywords_fine particulate matter|71.99999999999994|1.0|0.0138888888888889
ckan_subject_nature_and_environment|ckan_keywords_freshwater|71.99999999999994|1.0|0.0138888888888889
ckan_subject_nature_and_environment|ckan_keywords_general status|71.99999999999994|1.0|0.0138888888888889
ckan_subject_nature_and_environment|ckan_keywords_guidelines|35.99999999999997|1.0|0.0277777777777778
ckan_subject_nature_and_environment|ckan_keywords_harmful substances|23.999999999999982|1.0|0.0416666666666667
ckan_subject_nature_and_environment|ckan_keywords_hg|71.99999999999994|1.0|0.0138888888888889
ckan_subject_nature_and_environment|ckan_keywords_hourly|144.00000000000009|1.0|0.00694444444444444
ckan_subject_nature_and_environment|ckan_keywords_human activity|71.99999999999994|1.0|0.0138888888888889
ckan_subject_nature_and_environment|ckan_keywords_la salle river|144.00000000000009|1.0|0.00694444444444444
ckan_subject_nature_and_environment|ckan_keywords_lakes|20.571428571428577|1.0|0.0486111111111111
ckan_subject_nature_and_environment|ckan_keywords_major ions|14.400000000000007|1.0|0.0694444444444444
ckan_subject_nature_and_environment|ckan_keywords_mercury|71.99999999999994|1.0|0.0138888888888889
ckan_subject_nature_and_environment|ckan_keywords_methylmercury|35.99999999999997|1.0|0.0277777777777778
ckan_subject_nature_and_environment|ckan_keywords_monitoring sites|71.99999999999994|1.0|0.0138888888888889
ckan_subject_nature_and_environment|ckan_keywords_ne nature and environment|35.99999999999997|1.0|0.0277777777777778
ckan_subject_nature_and_environment|ckan_keywords_ne nature and environment birds|35.99999999999997|1.0|0.0277777777777778
ckan_subject_nature_and_environment|ckan_keywords_nitrogen|35.99999999999997|1.0|0.0277777777777778
ckan_subject_nature_and_environment|ckan_keywords_northwest passage|48.00000000000008|1.0|0.0208333333333333
ckan_subject_nature_and_environment|ckan_keywords_oil and gas|71.99999999999994|1.0|0.0138888888888889
ckan_subject_nature_and_environment|ckan_keywords_ozone|35.99999999999997|1.0|0.0277777777777778
ckan_subject_nature_and_environment|ckan_keywords_particulate matter|35.99999999999997|1.0|0.0277777777777778
ckan_subject_nature_and_environment|ckan_keywords_periodicals|72.50000000000001|0.5|0.00689655172413793
ckan_subject_nature_and_environment|ckan_keywords_pesticides|48.00000000000008|1.0|0.0208333333333333
ckan_subject_nature_and_environment|ckan_keywords_phosphorus|35.99999999999997|1.0|0.0277777777777778
ckan_subject_nature_and_environment|ckan_keywords_plants|144.00000000000009|1.0|0.00694444444444444
ckan_subject_nature_and_environment|ckan_keywords_population trend|35.99999999999997|1.0|0.0277777777777778
ckan_subject_nature_and_environment|ckan_keywords_prairie provinces water board|48.00000000000008|1.0|0.0208333333333333
ckan_subject_nature_and_environment|ckan_keywords_protect and restore species|48.00000000000008|1.0|0.0208333333333333
ckan_subject_nature_and_environment|ckan_keywords_protect species well-being|35.99999999999997|1.0|0.0277777777777778
ckan_subject_nature_and_environment|ckan_keywords_protected habitats|48.00000000000008|1.0|0.0208333333333333
ckan_subject_nature_and_environment|ckan_keywords_radiation monitoring|144.00000000000009|1.0|0.00694444444444444
ckan_subject_nature_and_environment|ckan_keywords_radioactivity|144.00000000000009|1.0|0.00694444444444444
ckan_subject_nature_and_environment|ckan_keywords_sector|23.999999999999982|1.0|0.0416666666666667
ckan_subject_nature_and_environment|ckan_keywords_sensitive|71.99999999999994|1.0|0.0138888888888889
ckan_subject_nature_and_environment|ckan_keywords_solar radiation|144.00000000000009|1.0|0.00694444444444444
ckan_subject_nature_and_environment|ckan_keywords_sox|71.99999999999994|1.0|0.0138888888888889
ckan_subject_nature_and_environment|ckan_keywords_sulphur oxide|35.99999999999997|1.0|0.0277777777777778
ckan_subject_nature_and_environment|ckan_keywords_surface water|12.000000000000005|1.0|0.0833333333333333
ckan_subject_nature_and_environment|ckan_keywords_sustainable agriculture|71.99999999999994|1.0|0.0138888888888889
ckan_subject_nature_and_environment|ckan_keywords_taxonomic groups|71.99999999999994|1.0|0.0138888888888889
ckan_subject_nature_and_environment|ckan_keywords_toxic metals|71.99999999999994|1.0|0.0138888888888889
ckan_subject_nature_and_environment|ckan_keywords_transboundary|14.400000000000007|1.0|0.0694444444444444
ckan_subject_nature_and_environment|ckan_keywords_tritium|144.00000000000009|1.0|0.00694444444444444
ckan_subject_nature_and_environment|ckan_keywords_underground injection|35.99999999999997|1.0|0.0277777777777778
ckan_subject_nature_and_environment|ckan_keywords_voc|71.99999999999994|1.0|0.0138888888888889
ckan_subject_nature_and_environment|ckan_keywords_waste|35.99999999999997|1.0|0.0277777777777778
ckan_subject_nature_and_environment|ckan_keywords_water - drainage regions - maritime coastal|144.00000000000009|1.0|0.00694444444444444
ckan_subject_nature_and_environment|ckan_keywords_water - drainage regions - newfoundland–labrador|144.00000000000009|1.0|0.00694444444444444
ckan_subject_nature_and_environment|ckan_keywords_water - drainage regions - saint john–st. croix|144.00000000000009|1.0|0.00694444444444444
ckan_subject_nature_and_environment|ckan_keywords_water - major drainage area - maritime provinces|144.00000000000009|1.0|0.00694444444444444
ckan_subject_nature_and_environment|ckan_keywords_waterfowl|48.00000000000008|1.0|0.0208333333333333
ckan_subject_nature_and_environment|ckan_keywords_wintering area|144.00000000000009|1.0|0.00694444444444444
ckan_subject_nature_and_environment|ckan_keywords_îles de boucherville|35.99999999999997|1.0|0.0277777777777778
ckan_subject_persons|ckan_keywords_education|14.999999999999995|1.0|0.0666666666666667
ckan_topiccategory_biota|ckan_keywords_british columbia|23.599999999999977|0.4|0.0169491525423729
ckan_topiccategory_environment|ckan_keywords_radioactivity|62.99999999999989|1.0|0.0158730158730159
ckan_topiccategory_health|ckan_subject_nature_and_environment|72.50000000000001|0.5|0.00689655172413793
ckan_topiccategory_oceans|ckan_subject_nature_and_environment|144.00000000000009|1.0|0.00694444444444444
ckan_topiccategory_society|ckan_keywords_province|14.000000000000027|0.105263157894737|0.0075187969924812
