label1,label2,mi,dotprod,card1,card2,size1,size2
ckan_keywords_emissions,ckan_keywords_chemical,0.0202568283567,0.00308641975309,6,2,2064,2064
ckan_keywords_emissions,ckan_keywords_chemical spill,0.0202568283567,0.00308641975309,6,2,2064,2064
ckan_keywords_emissions,ckan_keywords_disposal,0.0202568283567,0.00308641975309,6,2,2064,2064
ckan_keywords_emissions,ckan_keywords_energy recovery,0.0202568283567,0.00308641975309,6,2,2064,2064
ckan_keywords_emissions,ckan_keywords_environmental performance,0.0202568283567,0.00308641975309,6,2,2064,2064
ckan_keywords_emissions,ckan_keywords_environmental programs,0.0202568283567,0.00308641975309,6,2,2064,2064
ckan_keywords_emissions,ckan_keywords_facilities,0.0202568283567,0.00308641975309,6,2,2064,2064
ckan_keywords_emissions,ckan_keywords_industry,0.0202568283567,0.00308641975309,6,2,2064,2064
ckan_keywords_emissions,ckan_keywords_inventory,0.0202568283567,0.00308641975309,6,2,2064,2064
ckan_keywords_emissions,ckan_keywords_land,0.0202568283567,0.00308641975309,6,2,2064,2064
ckan_keywords_emissions,ckan_keywords_landfill,0.0202568283567,0.00308641975309,6,2,2064,2064
ckan_keywords_emissions,ckan_keywords_map,0.0202568283567,0.00308641975309,6,2,2064,2064
ckan_keywords_emissions,ckan_keywords_npri,0.0202568283567,0.00308641975309,6,2,2064,2064
ckan_keywords_emissions,ckan_keywords_ozone,0.0202568283567,0.00308641975309,6,2,2064,2064
